action_date,domain,url,gsc_status,gsc_message,source
2026-07-18,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,submitted,added_to_priority_crawl_queue,Google Search Console
2026-07-19,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,not_indexed,discovered_currently_not_indexed_sitemap_detected,Google Search Console
2026-07-20,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,not_indexed,discovered_currently_not_indexed_sitemap_detected,Google Search Console
2026-07-21,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,not_indexed,discovered_currently_not_indexed_sitemap_detected,Google Search Console
2026-07-22,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,not_indexed,discovered_currently_not_indexed_sitemap_detected,Google Search Console
2026-07-23,pkplus17download.com,https://pkplus17download.com/keywords/pkplus17-download/,not_indexed,google_does_not_recognize_url_no_reliable_sitemap_text,Google Search Console
